Log,Attack Type,Source
Dst Port: 80 | Protocol: 17 | Flow Duration: 119756924 | Tot Fwd Pkts: 129726 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 4151232 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51063 | Dst Port: 80 | Protocol: 6 | Flow Duration: 955894 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50936 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1024874 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51121 | Dst Port: 80 | Protocol: 6 | Flow Duration: 65902 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50973 | Dst Port: 80 | Protocol: 6 | Flow Duration: 909090 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51457 | Dst Port: 80 | Protocol: 6 | Flow Duration: 978611 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51243 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1009665 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51457 | Dst Port: 80 | Protocol: 6 | Flow Duration: 926853 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51180 | Dst Port: 80 | Protocol: 6 | Flow Duration: 962734 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51606 | Dst Port: 80 | Protocol: 6 | Flow Duration: 957774 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51117 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1016914 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50877 | Dst Port: 80 | Protocol: 6 | Flow Duration: 69332 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51409 | Dst Port: 80 | Protocol: 6 | Flow Duration: 60115 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119697031 | Tot Fwd Pkts: 147733 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 4727456 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51415 | Dst Port: 80 | Protocol: 6 | Flow Duration: 878151 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51045 | Dst Port: 80 | Protocol: 6 | Flow Duration: 926039 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119965025 | Tot Fwd Pkts: 248800 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 7961600 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 50825 | Dst Port: 80 | Protocol: 6 | Flow Duration: 955072 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51268 | Dst Port: 80 | Protocol: 6 | Flow Duration: 963266 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51035 | Dst Port: 80 | Protocol: 6 | Flow Duration: 132541 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51470 | Dst Port: 80 | Protocol: 6 | Flow Duration: 924347 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119881236 | Tot Fwd Pkts: 114104 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3651328 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119877319 | Tot Fwd Pkts: 108192 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3462144 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51443 | Dst Port: 80 | Protocol: 6 | Flow Duration: 971143 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50975 | Dst Port: 80 | Protocol: 6 | Flow Duration: 455949 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51172 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1015262 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50939 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1470378 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119584431 | Tot Fwd Pkts: 117284 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3753088 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51233 | Dst Port: 80 | Protocol: 6 | Flow Duration: 971926 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51192 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1025543 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119486702 | Tot Fwd Pkts: 75021 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 2400672 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119800186 | Tot Fwd Pkts: 130116 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 4163712 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119733701 | Tot Fwd Pkts: 127872 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 4091904 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119907416 | Tot Fwd Pkts: 123111 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3939552 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51436 | Dst Port: 80 | Protocol: 6 | Flow Duration: 586227 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51286 | Dst Port: 80 | Protocol: 6 | Flow Duration: 956750 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51333 | Dst Port: 80 | Protocol: 6 | Flow Duration: 707935 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51430 | Dst Port: 80 | Protocol: 6 | Flow Duration: 975414 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119760907 | Tot Fwd Pkts: 111183 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3557856 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51362 | Dst Port: 80 | Protocol: 6 | Flow Duration: 740220 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119849598 | Tot Fwd Pkts: 96855 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3099360 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51635 | Dst Port: 80 | Protocol: 6 | Flow Duration: 1029832 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51043 | Dst Port: 80 | Protocol: 6 | Flow Duration: 81213 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119694555 | Tot Fwd Pkts: 114716 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3670912 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 50852 | Dst Port: 80 | Protocol: 6 | Flow Duration: 621355 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51248 | Dst Port: 80 | Protocol: 6 | Flow Duration: 963889 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50876 | Dst Port: 80 | Protocol: 6 | Flow Duration: 433577 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51102 | Dst Port: 80 | Protocol: 6 | Flow Duration: 85243 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119670156 | Tot Fwd Pkts: 115704 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3702528 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119495515 | Tot Fwd Pkts: 93127 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 2980064 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119742596 | Tot Fwd Pkts: 113586 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3634752 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119947430 | Tot Fwd Pkts: 124979 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 3999328 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 50648 | Dst Port: 80 | Protocol: 6 | Flow Duration: 991374 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51256 | Dst Port: 80 | Protocol: 6 | Flow Duration: 973456 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50923 | Dst Port: 80 | Protocol: 6 | Flow Duration: 51722 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51025 | Dst Port: 80 | Protocol: 6 | Flow Duration: 895781 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Dst Port: 80 | Protocol: 17 | Flow Duration: 119758752 | Tot Fwd Pkts: 138521 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 4432672 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 32 | Fwd Pkt Len Min: 32 | Fwd Pkt Len Mean: 32.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,DDoS,02-21-2018.csv
Src Port: 51322 | Dst Port: 80 | Protocol: 6 | Flow Duration: 987224 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 50991 | Dst Port: 80 | Protocol: 6 | Flow Duration: 52226 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
id: 1534 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 168 | dbytes: 0 | rate: 111111.11 | sttl: 254 | dttl: 0 | sload: 74666664.00,DoS,UNSW_NB15_training-set.csv
id: 255 | dur: 0.41 | spkts: 10 | dpkts: 8 | sbytes: 852 | dbytes: 1336 | rate: 41.49 | sttl: 62 | dttl: 252 | sload: 14973.82,DoS,UNSW_NB15_training-set.csv
id: 1615 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 200 | dbytes: 0 | rate: 142857.14 | sttl: 254 | dttl: 0 | sload: 114285712.00,DoS,UNSW_NB15_training-set.csv
id: 1696 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 180 | dbytes: 0 | rate: 500000.00 | sttl: 254 | dttl: 0 | sload: 360000000.00,DoS,UNSW_NB15_training-set.csv
id: 1999 | dur: 0.28 | spkts: 10 | dpkts: 12 | sbytes: 784 | dbytes: 8556 | rate: 74.65 | sttl: 62 | dttl: 252 | sload: 20076.85,DoS,UNSW_NB15_training-set.csv
id: 1802 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 168 | dbytes: 0 | rate: 333333.32 | sttl: 254 | dttl: 0 | sload: 224000000.00,DoS,UNSW_NB15_training-set.csv
id: 619 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 200 | dbytes: 0 | rate: 333333.32 | sttl: 254 | dttl: 0 | sload: 266666656.00,DoS,UNSW_NB15_training-set.csv
id: 1920 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 200 | dbytes: 0 | rate: 125000.00 | sttl: 254 | dttl: 0 | sload: 100000000.00,DoS,UNSW_NB15_training-set.csv
id: 606 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 168 | dbytes: 0 | rate: 125000.00 | sttl: 254 | dttl: 0 | sload: 84000000.00,DoS,UNSW_NB15_training-set.csv
id: 1923 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 254 | dbytes: 0 | rate: 125000.00 | sttl: 254 | dttl: 0 | sload: 127000000.00,DoS,UNSW_NB15_training-set.csv
id: 1483 | dur: 0.00 | spkts: 2 | dpkts: 0 | sbytes: 516 | dbytes: 0 | rate: 111111.11 | sttl: 254 | dttl: 0 | sload: 229333328.00,DoS,UNSW_NB15_training-set.csv
id: 1833 | dur: 2.16 | spkts: 12 | dpkts: 10 | sbytes: 994 | dbytes: 786 | rate: 9.72 | sttl: 254 | dttl: 252 | sload: 3377.04,DoS,UNSW_NB15_training-set.csv
id: 716 | dur: 0.64 | spkts: 18 | dpkts: 16 | sbytes: 2716 | dbytes: 1106 | rate: 51.17 | sttl: 254 | dttl: 252 | sload: 31831.24,DoS,UNSW_NB15_training-set.csv
id: 378 | dur: 0.47 | spkts: 18 | dpkts: 0 | sbytes: 2858 | dbytes: 0 | rate: 36.43 | sttl: 254 | dttl: 0 | sload: 46282.51,DoS,UNSW_NB15_training-set.csv
id: 1687 | dur: 0.90 | spkts: 10 | dpkts: 8 | sbytes: 1972 | dbytes: 354 | rate: 18.96 | sttl: 254 | dttl: 252 | sload: 15833.41,DoS,UNSW_NB15_training-set.csv
id: 775 | dur: 32.55 | spkts: 20 | dpkts: 14 | sbytes: 2032 | dbytes: 622 | rate: 1.01 | sttl: 254 | dttl: 252 | sload: 474.59,DoS,UNSW_NB15_training-set.csv
id: 1290 | dur: 0.28 | spkts: 10 | dpkts: 8 | sbytes: 802 | dbytes: 1216 | rate: 60.83 | sttl: 62 | dttl: 252 | sload: 20667.54,DoS,UNSW_NB15_training-set.csv
id: 1097 | dur: 0.71 | spkts: 20 | dpkts: 36 | sbytes: 1126 | dbytes: 29146 | rate: 77.96 | sttl: 62 | dttl: 252 | sload: 12134.05,DoS,UNSW_NB15_training-set.csv
